id,carat,cut,color,clarity,depth,table,x,y,z,price
2554,0.33,Ideal,D,SI1,62.8,56.0,4.43,4.39,2.77,6.659
2555,0.73,Ideal,E,SI1,61.8,56.0,5.77,5.81,3.58,7.911
2556,1.51,Premium,G,SI1,60.5,59.0,7.49,7.41,4.51,9.326
2557,0.51,Ideal,E,VS2,62.0,54.0,5.13,5.1,3.17,7.416
2558,0.34,Ideal,D,VS2,61.3,57.0,4.47,4.5,2.75,6.691
2559,0.31,Premium,F,VS2,61.4,55.0,4.34,4.32,2.66,6.687
2560,1.13,Premium,G,VS2,61.9,58.0,6.7,6.67,4.14,8.875
2561,0.71,Fair,G,SI1,65.0,58.0,5.57,5.53,3.61,7.623
2562,0.7,Very Good,G,SI1,61.8,56.0,5.7,5.76,3.54,7.653
2563,1.12,Very Good,E,SI2,60.9,63.0,6.65,6.59,4.03,8.259
2564,0.34,Premium,I,SI1,60.0,58.0,4.51,4.55,2.72,6.129
2565,0.79,Ideal,E,SI1,61.6,55.0,5.94,6.04,3.69,8.22
2566,0.51,Premium,F,SI2,62.8,60.0,5.1,5.03,3.18,6.943
2567,1.53,Very Good,I,VS2,62.8,59.0,7.27,7.31,4.58,9.19
2568,0.71,Very Good,E,SI1,63.1,58.0,5.65,5.69,3.58,7.828
2569,0.7,Good,F,VS1,63.7,57.0,5.55,5.62,3.56,7.8
2570,0.79,Ideal,I,SI1,61.6,57.0,5.94,6.0,3.68,7.801
2571,1.03,Premium,G,VS2,62.3,59.0,6.38,6.42,3.99,8.735
2572,1.5,Ideal,E,VS2,63.4,54.0,7.22,7.25,4.59,9.59
2573,0.33,Ideal,E,VS2,61.9,54.0,4.42,4.47,2.75,6.583
2574,0.77,Ideal,H,VS1,61.4,55.0,5.89,5.93,3.63,8.031
2575,0.32,Ideal,D,SI1,59.3,55.0,4.51,4.53,2.68,6.378
2576,1.03,Very Good,G,VS1,60.6,58.0,6.48,6.55,3.95,8.778
2577,1.01,Good,J,SI1,63.6,54.0,6.44,6.36,4.07,8.216
2578,0.71,Very Good,J,SI2,61.1,58.0,5.67,5.76,3.49,7.475
2579,0.83,Ideal,F,SI1,62.1,57.0,6.0,6.02,3.73,8.01
2580,0.31,Ideal,H,IF,61.3,56.0,4.39,4.42,2.7,6.671
2581,1.24,Ideal,F,SI2,60.0,56.0,7.03,7.0,4.21,8.517
2582,0.5,Ideal,F,VVS2,62.2,54.0,5.09,5.11,3.17,7.627
2583,1.01,Premium,G,VS2,62.5,60.0,6.37,6.31,3.96,8.634
2584,0.7,Ideal,H,IF,61.3,59.0,5.69,5.72,3.5,8.104
2585,1.01,Very Good,H,SI1,63.5,62.0,6.36,6.24,4.0,8.415
2586,0.24,Very Good,E,VVS2,62.8,58.0,3.92,3.95,2.47,6.17
2587,1.0,Good,D,SI1,58.5,64.0,6.53,6.49,3.81,8.581
2588,0.4,Premium,G,VVS2,61.1,58.0,4.76,4.74,2.9,6.957
2589,1.0,Good,E,VS1,60.6,63.0,6.28,6.42,3.85,8.828
2590,0.55,Ideal,G,VVS2,60.8,56.9,5.27,5.31,3.22,7.632
2591,1.02,Very Good,F,VVS2,63.7,59.0,6.34,6.38,4.05,9.183
2592,0.72,Good,I,VS2,60.1,60.5,5.76,5.85,3.48,7.684
2593,0.24,Very Good,D,SI1,63.1,55.0,3.95,4.01,2.51,6.163
2594,0.7,Premium,E,SI2,62.1,57.0,5.68,5.6,3.5,7.773
2595,1.01,Premium,E,SI1,62.8,59.0,6.31,6.27,3.95,8.63
2596,1.22,Premium,I,SI2,61.5,61.0,6.89,6.83,4.22,8.463
2597,0.31,Ideal,G,VVS2,61.5,56.0,4.38,4.4,2.7,6.532
2598,1.36,Good,G,SI1,64.3,59.0,6.93,6.85,4.43,8.929
2599,1.13,Premium,F,IF,59.8,60.0,6.82,6.76,4.06,9.437
2600,0.35,Ideal,I,VVS2,62.3,57.0,4.49,4.53,2.81,6.42
2601,3.67,Premium,I,I1,62.4,56.0,9.86,9.81,6.13,9.692
2602,0.3,Good,I,VS1,63.7,58.0,4.23,4.25,2.7,6.159
2603,0.7,Very Good,E,VS2,61.8,59.0,5.65,5.68,3.5,7.953
2604,0.71,Good,I,VVS2,63.6,57.0,5.69,5.66,3.61,7.804
2605,0.91,Very Good,G,SI2,60.4,61.0,6.21,6.28,3.77,8.142
2606,1.04,Very Good,F,SI1,62.9,54.0,6.46,6.49,4.07,8.617
2607,1.07,Very Good,E,VS2,60.4,58.0,6.61,6.66,4.01,8.77
2608,0.4,Very Good,I,VS2,61.9,55.0,4.73,4.77,2.94,6.938
2609,2.01,Ideal,I,SI1,59.9,60.0,8.27,8.2,4.93,9.748
2610,0.91,Good,F,SI2,63.9,56.0,6.11,6.06,3.89,8.026
2611,0.47,Very Good,F,VS2,59.6,58.1,5.07,5.11,3.03,7.112
2612,0.39,Very Good,G,VVS1,62.7,58.0,4.65,4.69,2.93,6.75
2613,0.35,Ideal,I,IF,61.8,53.0,4.55,4.57,2.81,6.695
2614,0.3,Very Good,H,SI1,61.2,62.0,4.28,4.31,2.63,6.043
2615,0.44,Ideal,G,IF,62.2,53.0,4.9,4.94,3.06,7.206
2616,1.03,Ideal,I,SI2,59.8,56.0,6.64,6.58,3.95,8.169
2617,0.3,Ideal,E,VVS2,61.3,54.0,4.34,4.37,2.67,6.73
2618,0.59,Ideal,D,SI2,62.3,55.0,5.41,5.38,3.36,7.36
2619,0.4,Very Good,G,VVS1,61.7,58.0,4.69,4.71,2.9,7.024
2620,1.58,Premium,F,SI2,62.3,60.0,7.42,7.38,4.61,9.137
2621,0.42,Very Good,H,SI1,61.1,57.0,4.84,4.87,2.96,6.625
2622,0.34,Ideal,G,VS2,61.3,55.0,4.49,4.51,2.76,6.39
2623,0.5,Premium,G,VVS1,61.0,60.0,5.12,5.08,3.11,7.635
2624,1.23,Ideal,D,VVS1,62.4,57.0,6.88,6.83,4.28,9.696
2625,0.65,Good,F,VS1,61.7,60.3,5.53,5.57,3.42,7.786
2626,0.68,Premium,H,SI1,58.7,60.0,5.8,5.76,3.39,7.443
2627,0.31,Ideal,H,VVS1,61.6,57.0,4.32,4.35,2.67,6.492
2628,0.38,Ideal,F,SI1,60.9,55.0,4.7,4.72,2.87,6.738
2629,0.31,Ideal,I,SI1,60.8,56.0,4.38,4.41,2.67,6.078
2630,0.36,Ideal,I,SI2,62.1,54.0,4.56,4.58,2.84,6.084
2631,0.92,Premium,G,SI2,62.4,57.0,6.22,6.18,3.87,8.176
2632,0.33,Premium,E,SI1,60.7,57.0,4.47,4.43,2.7,6.611
2633,0.55,Ideal,D,SI1,60.9,56.0,5.31,5.34,3.24,7.61
2634,1.0,Good,F,SI2,63.7,57.0,6.36,6.32,4.04,8.288
2635,0.51,Ideal,E,SI2,61.0,56.0,5.2,5.16,3.16,7.094
2636,1.22,Ideal,H,VVS2,62.2,56.0,6.83,6.87,4.26,8.989
2637,1.71,Premium,G,SI1,60.6,58.0,7.79,7.75,4.71,9.523
2638,1.01,Good,G,SI2,63.7,59.0,6.31,6.38,4.04,8.309
2639,0.52,Good,G,VS1,63.9,56.0,5.08,5.12,3.26,7.363
2640,0.7,Ideal,F,VS2,61.6,55.0,5.72,5.75,3.53,8.027
2641,2.01,Fair,G,SI2,65.0,60.0,7.8,7.73,5.05,9.527
2642,0.43,Premium,G,VS2,62.9,59.0,4.83,4.78,3.02,7.015
2643,1.22,Premium,H,SI1,62.4,58.0,6.82,6.77,4.24,8.725
2644,0.32,Ideal,I,VS2,63.0,57.0,4.37,4.33,2.74,6.356
2645,0.27,Very Good,F,VVS1,61.8,56.0,4.17,4.19,2.58,6.525
2646,0.58,Ideal,E,VS2,61.7,57.0,5.42,5.35,3.32,7.501
2647,1.19,Premium,H,SI1,61.4,58.0,6.79,6.83,4.18,8.63
2648,0.3,Ideal,H,VVS1,61.5,55.0,4.31,4.35,2.66,6.477
2649,0.61,Ideal,G,VVS1,61.2,56.0,5.46,5.48,3.35,8.009
2650,0.52,Ideal,F,SI1,61.6,57.0,5.16,5.19,3.19,7.131
2651,1.33,Premium,G,VS1,62.7,58.0,6.96,7.01,4.38,9.18
2652,0.31,Ideal,D,SI1,61.9,57.0,4.36,4.33,2.69,6.596
2653,1.05,Premium,E,VS2,62.6,59.0,6.5,6.43,4.05,8.639
2654,0.73,Ideal,F,SI1,61.6,55.0,5.77,5.81,3.56,7.99
2655,0.36,Premium,E,SI2,60.6,59.0,4.57,4.61,2.78,6.225
2656,0.91,Premium,G,SI1,62.5,56.0,6.3,6.18,3.9,8.09
2657,0.7,Premium,E,VS2,62.8,61.0,5.66,5.62,3.54,7.915
2658,0.9,Good,G,SI1,63.8,59.0,6.05,6.08,3.87,8.225
2659,2.7,Very Good,H,SI2,63.1,56.0,8.84,8.78,5.56,9.571
2660,0.32,Ideal,H,VS1,61.9,55.0,4.42,4.4,2.73,6.579
2661,1.01,Premium,G,VS1,60.7,58.0,6.49,6.52,3.95,8.844
2662,0.33,Ideal,D,VS2,61.8,56.0,4.45,4.48,2.76,6.661
2663,1.55,Premium,D,VS2,61.5,58.0,7.51,7.48,4.61,9.689
2664,0.9,Good,G,SI1,57.7,65.0,6.25,6.29,3.62,8.208
2665,0.35,Ideal,D,VS2,62.4,55.0,4.52,4.48,2.81,6.969
2666,0.34,Premium,F,VS1,60.4,58.0,4.51,4.53,2.73,6.613
2667,1.1,Very Good,I,SI2,60.5,59.0,6.65,6.71,4.04,8.343
2668,1.07,Ideal,H,SI1,62.0,57.0,6.51,6.56,4.05,8.483
2669,0.31,Ideal,J,VS1,61.9,54.7,4.34,4.36,2.69,6.061
2670,0.93,Premium,F,SI1,62.3,58.0,6.18,6.22,3.86,8.383
2671,1.01,Premium,G,VS1,62.0,58.0,6.44,6.4,3.98,8.77
2672,0.31,Premium,H,IF,60.8,59.0,4.36,4.39,2.66,6.605
2673,1.98,Ideal,I,SI1,62.6,55.0,8.04,8.1,5.05,9.587
2674,0.58,Premium,F,SI1,61.0,57.0,5.41,5.34,3.28,7.399
2675,0.97,Very Good,I,VS2,62.2,55.9,6.34,6.29,3.94,8.299
2676,1.14,Premium,F,SI1,62.5,59.0,6.67,6.65,4.16,8.562
2677,0.56,Ideal,F,VS1,61.7,56.0,5.33,5.3,3.28,7.609
2678,0.3,Premium,I,VVS2,61.0,60.0,4.3,4.36,2.64,6.265
2679,0.32,Very Good,I,VS2,62.8,58.0,4.33,4.37,2.73,6.107
2680,0.71,Ideal,I,VS1,61.5,60.0,5.7,5.74,3.52,7.796
2681,0.73,Very Good,E,SI2,63.2,60.0,5.76,5.71,3.62,7.756
2682,0.39,Very Good,I,VS2,59.6,57.0,4.77,4.82,2.86,6.568
2683,0.41,Ideal,F,VVS1,62.0,55.0,4.74,4.78,2.95,7.166
2684,0.59,Ideal,G,VS2,61.9,56.0,5.38,5.42,3.34,7.629
2685,1.4,Ideal,J,SI1,62.1,57.0,7.17,7.14,4.44,8.756
2686,0.41,Ideal,F,VVS1,62.3,53.0,4.8,4.77,2.98,7.212
2687,0.3,Good,H,VVS1,63.3,60.0,4.22,4.25,2.68,6.528
2688,0.3,Very Good,H,VS2,63.5,59.0,4.27,4.2,2.69,6.41
2689,0.7,Premium,G,VS2,58.7,53.0,5.86,5.83,3.43,7.858
2690,0.42,Ideal,H,VVS1,61.8,55.0,4.8,4.85,2.98,6.876
2691,1.97,Premium,F,SI2,61.1,58.0,8.05,8.11,4.94,9.576
2692,2.0,Premium,H,SI1,63.0,54.0,8.07,7.99,5.06,9.569
2693,0.77,Very Good,G,SI1,63.0,59.0,5.82,5.84,3.67,7.89
2694,0.96,Ideal,I,I1,62.0,56.0,6.3,6.34,3.92,7.768
2695,1.23,Ideal,J,VS2,61.8,56.0,6.87,6.81,4.23,8.514
2696,0.38,Very Good,D,VS2,58.8,61.0,4.72,4.77,2.79,6.77
2697,1.29,Ideal,G,VVS2,62.4,57.0,6.97,6.94,4.34,9.288
2698,1.0,Premium,F,VS2,61.7,56.0,6.48,6.39,3.97,8.796
2699,2.0,Premium,I,VS2,58.5,61.0,8.28,8.19,4.82,9.6
2700,0.43,Ideal,F,SI1,61.4,55.0,4.88,4.92,3.01,6.613
2701,0.42,Very Good,F,VS1,59.9,61.0,4.84,4.88,2.91,6.938
2702,1.15,Ideal,G,SI2,62.3,56.0,6.75,6.67,4.18,8.502
2703,0.56,Ideal,H,VS2,60.9,57.0,5.32,5.36,3.25,7.236
2704,0.41,Ideal,H,SI1,61.3,55.0,4.81,4.85,2.96,6.962
2705,1.26,Premium,J,VS2,62.5,58.0,6.92,6.9,4.32,8.538
2706,0.55,Good,H,SI1,63.6,55.0,5.23,5.18,3.31,7.141
2707,1.01,Very Good,I,SI2,63.2,58.0,6.34,6.31,4.0,8.104
2708,0.53,Premium,E,SI2,62.2,57.0,5.2,5.16,3.22,6.892
2709,1.52,Premium,G,VS1,61.9,58.0,7.38,7.35,4.56,9.577
2710,1.31,Good,I,VS1,64.3,58.7,6.84,6.87,4.41,8.773
2711,0.3,Ideal,F,VVS1,62.5,57.0,4.26,4.29,2.67,6.702
2712,0.43,Ideal,F,SI1,61.6,57.0,4.8,4.85,2.97,6.675
2713,0.51,Very Good,G,VVS2,63.1,58.0,5.11,5.07,3.21,7.588
2714,0.71,Very Good,G,VS1,63.5,56.0,5.67,5.63,3.59,7.77
2715,0.53,Premium,G,VS2,60.7,59.0,5.24,5.18,3.16,7.382
2716,1.5,Very Good,G,VS2,60.5,57.0,7.39,7.43,4.48,9.394
2717,0.59,Very Good,I,VS2,61.2,57.0,5.4,5.42,3.31,7.276
2718,0.54,Premium,E,VS2,60.0,58.0,5.34,5.29,3.19,7.444
2719,1.02,Ideal,D,VS1,61.2,56.0,6.48,6.53,3.98,9.066
2720,0.57,Good,G,VS2,58.2,66.0,5.34,5.45,3.14,7.504
2721,0.37,Ideal,E,VS2,61.5,56.0,4.59,4.62,2.83,6.698
2722,1.7,Very Good,H,SI2,63.5,58.0,7.5,7.43,4.74,8.887
2723,1.3,Premium,G,VVS1,60.5,60.0,7.01,7.05,4.25,9.311
2724,0.31,Ideal,H,VS2,62.2,53.0,4.38,4.43,2.74,6.192
2725,2.0,Ideal,H,VS2,60.5,56.0,8.34,8.22,5.01,9.497
2726,0.5,Very Good,E,SI1,62.6,56.0,5.06,5.07,3.17,7.108
2727,0.41,Premium,E,VS1,60.4,58.0,4.78,4.82,2.9,6.984
2728,1.25,Very Good,G,VVS1,60.2,58.0,6.97,7.04,4.22,9.358
2729,1.39,Ideal,G,VVS2,61.4,54.0,7.22,7.3,4.44,9.43
2730,0.53,Premium,G,VS2,59.9,60.0,5.28,5.24,3.15,7.269
2731,0.86,Premium,F,SI1,62.6,58.0,6.01,6.06,3.78,8.123
2732,0.94,Premium,H,SI2,61.9,57.0,6.29,6.21,3.87,8.112
2733,2.02,Very Good,I,SI2,61.9,60.0,8.12,8.06,5.01,9.597
2734,1.06,Very Good,G,SI2,61.0,57.0,6.58,6.61,4.02,8.47
2735,0.7,Very Good,G,SI1,62.7,55.0,5.63,5.66,3.54,7.732
2736,0.33,Very Good,G,VVS2,60.0,63.0,4.49,4.45,2.68,6.872
2737,1.0,Very Good,F,IF,63.9,56.0,6.31,6.34,4.04,9.132
2738,0.32,Premium,H,VS1,61.7,58.0,4.38,4.44,2.72,6.33
2739,1.01,Premium,G,VVS2,61.2,58.0,6.45,6.49,3.96,8.989
2740,0.35,Ideal,D,VS2,60.9,57.0,4.55,4.51,2.76,6.969
2741,1.0,Good,G,SI2,61.4,61.0,6.32,6.35,3.89,8.201
2742,1.5,Very Good,E,VS2,59.4,62.0,7.4,7.48,4.42,9.431
2743,0.37,Ideal,H,IF,61.4,55.0,4.63,4.66,2.85,6.842
2744,0.57,Premium,I,SI2,62.1,57.0,5.33,5.29,3.3,7.0
2745,0.41,Very Good,H,VVS1,62.0,56.0,4.77,4.81,2.97,7.061
2746,2.03,Ideal,I,SI1,61.8,57.0,8.07,8.14,5.01,9.634
2747,0.71,Very Good,D,VS2,61.9,59.0,5.68,5.72,3.53,8.121
2748,0.41,Ideal,E,VS1,62.1,55.0,4.78,4.75,2.96,7.05
2749,2.09,Very Good,F,SI2,62.5,60.0,8.14,8.06,5.06,9.693
2750,0.55,Very Good,E,VVS1,61.2,57.0,5.27,5.29,3.23,7.857
2751,1.07,Very Good,H,VS1,62.5,56.0,6.52,6.6,4.1,8.641
2752,0.55,Ideal,F,SI1,61.8,55.0,5.22,5.27,3.24,7.182
2753,1.51,Ideal,D,VS2,60.9,57.0,7.42,7.45,4.53,9.666
2754,1.01,Good,H,SI1,60.3,64.0,6.53,6.5,3.93,8.443
2755,0.99,Fair,H,VS2,71.6,57.0,5.94,5.8,4.2,8.187
2756,0.3,Ideal,H,VS1,61.4,54.0,4.37,4.33,2.67,6.515
2757,1.16,Premium,F,VS2,62.7,58.0,6.71,6.65,4.19,8.854
2758,1.2,Ideal,I,VVS2,61.5,56.0,6.79,6.84,4.19,8.972
2759,0.32,Ideal,D,VS2,61.7,54.0,4.43,4.38,2.72,6.879
2760,0.73,Very Good,G,VS1,60.7,57.0,5.76,5.83,3.52,7.986
2761,0.54,Fair,F,SI1,64.8,59.0,5.11,5.05,3.29,7.573
2762,0.48,Premium,E,VS2,62.5,61.0,5.01,4.97,3.12,7.188
2763,1.01,Premium,F,VS2,59.2,61.0,6.59,6.55,3.89,8.839
2764,1.5,Premium,E,VS1,60.3,60.0,7.43,7.34,4.45,9.715
2765,0.7,Ideal,H,VS2,61.5,56.0,5.71,5.73,3.52,8.019
2766,1.01,Premium,H,VS2,61.0,61.0,6.47,6.39,3.92,8.554
2767,0.31,Very Good,I,VS1,63.0,58.0,4.29,4.32,2.71,6.192
2768,0.55,Ideal,F,VS2,62.7,55.0,5.24,5.26,3.29,7.365
2769,0.57,Ideal,I,SI1,62.5,55.0,5.28,5.32,3.31,7.067
2770,0.33,Premium,G,VS2,61.9,59.0,4.4,4.46,2.74,6.361
2771,0.53,Ideal,G,VS2,61.6,57.0,5.15,5.2,3.19,7.478
2772,0.8,Ideal,G,VS2,61.2,57.0,6.02,6.07,3.7,7.996
2773,1.01,Good,F,SI2,63.6,59.0,6.38,6.34,4.04,8.312
2774,0.53,Ideal,D,VS2,61.5,56.0,5.23,5.17,3.2,7.579
2775,0.27,Very Good,E,VVS2,62.0,60.0,4.15,4.17,2.58,6.314
2776,0.31,Good,I,VS2,63.1,54.0,4.31,4.34,2.73,6.075
2777,0.44,Good,F,SI1,56.9,61.0,5.12,5.07,2.9,6.926
2778,0.41,Premium,D,SI2,61.9,58.0,4.71,4.73,2.92,6.526
2779,0.53,Premium,H,VS2,61.4,52.0,5.29,5.26,3.24,7.253
2780,1.08,Ideal,H,VS1,61.9,57.0,6.58,6.64,4.09,8.664
2781,1.21,Ideal,G,VS1,61.6,57.0,6.85,6.87,4.22,9.277
2782,0.31,Ideal,H,VS2,63.0,57.0,4.34,4.32,2.73,6.443
2783,0.51,Good,H,VS1,63.7,55.0,5.07,5.1,3.24,7.271
2784,0.9,Very Good,G,SI2,63.2,58.0,6.05,6.1,3.84,8.239
2785,0.92,Good,F,SI2,63.7,64.0,6.13,6.08,3.89,8.239
2786,1.3,Ideal,F,VVS2,62.4,57.0,6.97,6.9,4.33,9.452
2787,0.72,Very Good,G,SI1,63.6,56.0,5.69,5.72,3.63,7.682
2788,1.07,Ideal,F,SI1,62.3,56.0,6.51,6.53,4.06,8.732
2789,0.73,Ideal,F,SI2,62.7,57.0,5.75,5.79,3.62,7.73
2790,1.21,Premium,H,SI1,62.4,56.0,6.83,6.79,4.25,8.79
2791,0.81,Ideal,E,SI2,62.1,57.0,5.97,5.91,3.69,8.023
2792,1.36,Good,E,SI2,58.0,64.0,7.26,7.19,4.19,8.764
2793,2.0,Fair,D,SI1,64.8,58.0,7.98,7.89,5.14,9.651
2794,0.71,Good,I,SI2,61.3,63.0,5.66,5.7,3.48,7.561
2795,1.5,Very Good,E,SI1,59.4,59.0,7.42,7.49,4.43,9.335
2796,0.32,Premium,I,VS1,61.9,58.0,4.4,4.36,2.71,6.474
2797,0.6,Ideal,G,VS2,60.4,57.0,5.49,5.51,3.32,7.529
2798,0.36,Premium,E,SI2,60.6,59.0,4.61,4.57,2.78,6.474
2799,1.5,Very Good,D,SI1,62.7,59.0,7.21,7.24,4.53,9.345
2800,0.31,Premium,H,IF,61.7,58.0,4.36,4.33,2.68,6.953
2801,0.37,Premium,E,SI1,61.8,58.0,4.59,4.64,2.85,6.475
2802,0.31,Ideal,E,VS1,61.3,55.0,4.4,4.43,2.7,6.685
2803,1.23,Fair,E,I1,67.4,56.0,6.76,6.56,4.49,8.214
2804,0.71,Ideal,G,SI1,61.4,56.0,5.72,5.77,3.53,8.009
2805,0.72,Ideal,F,VS1,62.4,56.0,5.76,5.72,3.58,8.034
2806,1.52,Ideal,F,SI1,62.0,54.0,7.44,7.36,4.59,9.408
2807,0.52,Ideal,H,SI2,61.5,56.0,5.17,5.21,3.19,6.942
2808,1.22,Premium,G,SI2,60.5,58.0,6.96,6.92,4.2,8.655
2809,0.46,Ideal,D,VS1,62.6,56.0,4.92,4.95,3.09,7.401
2810,0.71,Premium,D,SI2,61.7,59.0,5.71,5.67,3.51,7.926
2811,0.72,Very Good,H,SI1,63.0,58.0,5.68,5.71,3.59,7.695
2812,2.02,Premium,I,VS2,59.0,59.0,8.34,8.27,4.9,9.792
2813,0.41,Ideal,G,VS2,62.7,56.0,4.72,4.76,2.97,6.718
2814,0.32,Premium,H,SI1,62.0,58.0,4.39,4.38,2.72,6.382
2815,0.34,Very Good,G,SI1,63.4,57.0,4.45,4.42,2.81,6.477
2816,1.02,Premium,H,SI2,60.9,59.0,6.46,6.51,3.95,8.345
2817,0.42,Ideal,I,VVS1,62.5,57.0,4.8,4.77,2.99,6.851
2818,0.32,Very Good,G,VS1,62.1,55.0,4.41,4.44,2.75,6.469
2819,1.06,Very Good,I,SI1,60.4,59.0,6.56,6.61,3.98,8.359
2820,0.8,Good,D,SI1,63.7,57.0,5.88,5.8,3.72,7.915
2821,0.42,Premium,G,VVS2,61.6,60.0,4.85,4.8,2.97,6.936
2822,0.72,Very Good,F,VS1,62.8,58.0,5.7,5.73,3.59,8.077
2823,1.11,Ideal,F,VVS1,62.1,57.0,6.62,6.69,4.13,9.469
2824,0.7,Ideal,I,VS1,62.7,53.4,5.66,5.74,3.57,7.768
2825,1.17,Very Good,H,SI1,63.1,56.0,6.76,6.71,4.25,8.445
2826,1.01,Premium,F,VS2,62.1,60.0,6.36,6.43,3.97,8.698
2827,0.72,Very Good,J,SI1,62.7,56.0,5.66,5.72,3.57,7.418
2828,1.2,Very Good,F,SI2,62.8,55.0,6.74,6.8,4.25,8.714
2829,1.15,Premium,G,VS1,61.7,58.0,6.73,6.7,4.14,8.927
2830,0.36,Premium,E,SI1,60.8,59.0,4.59,4.56,2.78,6.697
2831,0.6,Very Good,F,VS2,60.8,56.0,5.45,5.48,3.32,7.728
2832,0.53,Ideal,F,VS2,61.2,56.0,5.22,5.25,3.2,7.412
2833,0.9,Ideal,I,SI1,62.3,56.0,6.18,6.12,3.83,8.087
2834,0.67,Very Good,H,VS2,62.9,55.0,5.56,5.6,3.51,7.532
2835,1.0,Ideal,E,I1,61.8,56.0,6.43,6.38,3.96,8.184
2836,0.53,Good,H,SI1,63.7,55.0,5.15,5.12,3.27,7.124
2837,0.4,Ideal,D,VS2,61.3,56.0,4.74,4.79,2.92,6.89
2838,0.92,Premium,J,VS2,60.9,62.0,6.31,6.26,3.83,8.036
2839,0.23,Ideal,I,VVS1,63.0,56.0,3.94,3.9,2.47,6.026
2840,1.03,Ideal,J,SI2,62.4,56.0,6.44,6.48,4.03,8.307
2841,0.4,Ideal,F,VS1,62.4,53.0,4.72,4.76,2.96,6.821
2842,1.23,Ideal,I,VVS2,62.0,55.0,6.86,6.89,4.26,8.895
2843,1.51,Very Good,F,SI1,60.7,60.0,7.39,7.43,4.5,9.355
2844,0.43,Premium,F,SI1,62.6,58.0,4.81,4.77,3.0,6.924
2845,0.73,Premium,F,SI1,61.6,62.0,5.76,5.71,3.53,7.76
2846,0.7,Ideal,E,SI1,61.4,57.0,5.76,5.7,3.52,7.929
2847,0.5,Very Good,E,VS2,62.4,57.0,5.01,5.03,3.13,7.358
2848,0.51,Ideal,E,SI1,62.9,57.0,5.1,5.09,3.2,7.393
2849,0.7,Good,D,VS2,59.9,59.0,5.69,5.73,3.42,8.178
2850,0.34,Premium,D,SI1,60.2,60.0,4.54,4.5,2.72,6.688
2851,0.71,Very Good,D,VS1,58.1,62.0,5.84,5.89,3.41,8.054
2852,0.84,Premium,E,VS2,62.4,60.0,6.04,5.98,3.75,8.168
2853,2.01,Very Good,D,SI2,61.8,59.0,8.07,8.15,5.01,9.746
2854,0.7,Fair,E,SI1,66.7,59.0,5.49,5.45,3.65,7.715
2855,0.79,Premium,F,SI1,62.3,54.0,5.97,5.91,3.7,7.959
2856,1.5,Fair,G,VS2,66.2,53.0,7.12,7.08,4.7,9.273
2857,0.51,Ideal,G,VVS2,62.1,58.0,5.09,5.12,3.17,7.52
2858,0.24,Premium,E,VVS1,60.3,61.0,4.06,4.03,2.44,6.504
2859,2.14,Very Good,I,VS2,62.8,59.0,8.16,8.21,5.14,9.676
2860,0.7,Very Good,D,SI2,63.3,57.0,5.64,5.6,3.56,7.764
2861,1.01,Very Good,F,VS2,61.0,57.0,6.42,6.5,3.94,8.712
2862,0.4,Premium,D,VS1,62.1,58.0,4.73,4.7,2.93,7.09
2863,0.41,Premium,G,VS2,62.4,58.0,4.72,4.76,2.96,6.718
2864,0.31,Good,I,SI1,64.3,55.0,4.29,4.27,2.75,6.19
2865,0.81,Very Good,G,VS2,63.1,58.0,5.88,5.84,3.7,8.004
2866,0.58,Ideal,D,SI2,60.9,56.0,5.4,5.44,3.3,7.382
2867,0.51,Ideal,H,VS2,61.6,55.0,5.13,5.16,3.17,7.059
2868,0.3,Very Good,G,VVS1,63.1,58.0,4.31,4.28,2.71,6.921
2869,0.76,Ideal,H,SI1,62.0,56.0,5.89,5.85,3.64,7.855
2870,0.54,Ideal,H,SI1,61.0,56.0,5.28,5.24,3.21,7.123
2871,1.01,Ideal,E,VVS2,60.0,55.0,6.6,6.56,3.95,9.157
2872,0.36,Ideal,F,VS1,61.3,54.0,4.63,4.65,2.84,6.688
2873,0.51,Ideal,F,VS1,61.6,55.0,5.14,5.18,3.18,7.534
2874,1.05,Premium,F,VS2,62.6,58.0,6.47,6.5,4.06,8.857
2875,1.14,Ideal,F,VVS2,62.7,55.0,6.7,6.6,4.17,9.139
2876,2.28,Premium,H,SI2,62.5,58.0,8.39,8.33,5.23,9.643
2877,1.31,Premium,G,VVS2,62.7,59.0,6.96,6.92,4.35,9.34
2878,0.71,Ideal,H,VS1,60.9,58.0,5.74,5.79,3.51,7.859
2879,1.21,Very Good,H,VS2,62.9,55.0,6.75,6.8,4.26,8.913
2880,1.0,Very Good,E,VVS2,63.5,55.0,6.36,6.31,4.02,9.095
2881,0.71,Good,D,SI1,63.1,56.0,5.68,5.73,3.6,7.908
2882,0.32,Ideal,I,VS2,62.5,55.0,4.4,4.37,2.74,6.356
2883,0.53,Premium,I,VVS1,63.0,56.0,5.19,5.13,3.25,7.382
2884,0.52,Ideal,D,SI1,62.4,56.0,5.12,5.17,3.21,7.378
2885,0.66,Premium,E,VS1,60.8,59.0,5.58,5.6,3.4,7.797
2886,1.11,Ideal,G,SI2,61.9,55.0,6.65,6.6,4.1,8.339
2887,2.01,Premium,J,VS1,60.2,61.0,8.23,8.16,4.93,9.47
2888,0.34,Ideal,H,VS2,60.5,56.0,4.54,4.58,2.76,6.286
